FHRSID,BusinessName,BusinessType,FullAddress,PostCode,Hygiene,Structural,ConfidenceInManagement
1642998,Elle's Cookhouse,Takeaway/sandwich shop,"Blackbird Leys Adventure Playground, Blackbird Leys Road, Oxford",OX4 6HW,N/A,N/A,N/A
621598,Elle's Deli & Oli's Thai,Restaurant/Cafe/Canteen,"38 Magdalen Road, Oxford, Oxfordshire",OX4 1RB,0,0,0
1608794,Endorphins Dessert Cafe,Restaurant/Cafe/Canteen,"132 High Street, Oxford, Oxfordshire",OX1 4DN,10,10,10
867887,Erdem Food Centre,Retailers - other,"236 Cowley Road, Oxford, Oxfordshire",OX4 1UH,10,10,10
1702949,EU SUPERSTORE,Retailers - supermarkets/hypermarkets,"115 London Road, Headington, Oxford",OX3 9HZ,0,0,0
268804,Everest Nepalese Restaurant And Bar,Pub/bar/nightclub,"Donnington Arms, 147 - 151 Howard Street, Oxford",OX4 3AZ,0,5,0
867882,Exprizza And Desi Grill,Restaurant/Cafe/Canteen,"244 Cowley Road, Oxford, Oxfordshire",OX4 1UH,5,5,5
1759663,Fairy Tea,Takeaway/sandwich shop,"3 Golden Cross, Oxford, Oxfordshire",OX1 3EU,5,0,0
1786108,Falafel Home,Restaurant/Cafe/Canteen,"42A Abingdon Road, Oxford, Oxfordshire",OX1 4PE,5,0,0
1611514,Falcon Boat Club,Restaurant/Cafe/Canteen,"Falcon Rowing And Canoe Club, Meadow Lane, Oxford",OX4 4BJ,0,0,0
1285790,Fantastea,Restaurant/Cafe/Canteen,"36 High Street, Oxford, Oxfordshire",OX1 4AN,5,0,0
889459,Feel Fit Gym Cafe,Restaurant/Cafe/Canteen,"First Floor, 21 The Square, Oxford",OX4 3XQ,N/A,N/A,N/A
1372378,Fit Cookie,Retailers - other,"8 Golden Cross, Oxford, Oxfordshire",OX1 3EU,0,0,5
1766808,Five Akhis,Restaurant/Cafe/Canteen,"209A Cowley Road, Oxford, Oxfordshire",OX4 1XF,0,0,0
1015454,Five Guys,Restaurant/Cafe/Canteen,"Oxenford House, 13-15 Magdalen Street, Oxford",OX1 3AE,0,0,0
1800542,Flight Club Darts Oxford,Restaurant/Cafe/Canteen,"301 The Westgate, Queen Street, Oxford",OX1 1PG,N/A,N/A,N/A
1241955,Flo's Cafe,Restaurant/Cafe/Canteen,"Florence Park Childrens Centre, Florence Park, Rymers Lane",OX4 3JZ,5,0,0
1156120,Flo's Refill Shop,Retailers - other,"Family Centre, Florence Park, Rymers Lane",OX4 3JZ,0,0,0
1766805,Forage,Restaurant/Cafe/Canteen,"University Running Ground, Iffley Road, Oxford",OX4 1EQ,N/A,N/A,N/A
988126,Formosan,Retailers - other,"128A High Street, Oxford, Oxfordshire",OX1 4DF,0,5,0
1015460,Franco Manca,Restaurant/Cafe/Canteen,"6 - 12 George Street, Oxford, Oxfordshire",OX1 2BB,0,0,0
268674,Frankie & Benny's,Restaurant/Cafe/Canteen,"Unit 7A, Ozone Leisure Park, Grenoble Road",OX4 4XP,0,0,0
269310,Frewen Club,Pub/bar/nightclub,"98 St Aldate's, Oxford, Oxfordshire",OX1 1BT,0,0,0
1776607,Friends Cafe,Restaurant/Cafe/Canteen,"Carfax Gardens, Carfax, Oxford",OX1 1ET,0,0,5
1743479,Fushion Kitchen By Aziz @ The Six Bells,Restaurant/Cafe/Canteen,"Six Bells, 3 Beaumont Road, Oxford",OX3 8JN,0,0,5
1318873,Fusion House,Restaurant/Cafe/Canteen,"4-6 Woodstock Road, Oxford, Oxfordshire",OX2 6HT,10,5,10
1764805,Fuwa Fuwa,Restaurant/Cafe/Canteen,"16 Golden Cross, Oxford, Oxfordshire",OX1 3EU,0,5,0
964599,Gail's Bakery,Restaurant/Cafe/Canteen,"21 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HU,0,5,0
862632,Gail's Bakery,Restaurant/Cafe/Canteen,"251 Banbury Road, Oxford, Oxfordshire",OX2 7HN,0,0,0
1336968,Game,Retailers - other,"Unit 6, Oxford Retail Park, Ambassador Avenue",OX4 6XJ,N/A,N/A,N/A
1314221,Gather & Gather By CH&CO Catering Ltd - Co-Op Retail Store,Retailers - other,"Oxford Brookes University, Gipsy Lane, Oxford",OX3 0BP,5,5,0
1241951,Gather And Gather,Restaurant/Cafe/Canteen,"Oxford Brookes University, Headington Road, Oxford",OX3 0BP,0,0,0
1241949,Gather And Gather,Restaurant/Cafe/Canteen,"School Of Health And Social Care Oxford Brookes University, Jack Straw's Lane, Oxford",OX3 0FL,0,5,0
268353,Gee's Restaurant,Restaurant/Cafe/Canteen,"61A Banbury Road, Oxford, Oxfordshire",OX2 6PE,0,0,0
269309,George And Danver,Restaurant/Cafe/Canteen,"94 St Aldate's, Oxford, Oxfordshire",OX1 1BT,0,5,5
268936,George And Davis',Restaurant/Cafe/Canteen,"Unit 2, Dartington House, 55 Little Clarendon Street",OX1 2HS,0,5,0
268914,George And Delila,Restaurant/Cafe/Canteen,"104 Cowley Road, Oxford, Oxfordshire",OX4 3TJ,0,0,0
854391,George Street Social,Restaurant/Cafe/Canteen,"35 New Inn Hall Street, Oxford, Oxfordshire",OX1 2DH,5,5,0
1534508,GG Oriental Snack Shack,Retailers - other,"156 Cowley Road, Oxford, Oxfordshire",OX4 1UE,10,5,20
1227095,GG Oriental Snacks,Retailers - other,"93 Gloucester Green, Oxford, Oxfordshire",OX1 2BU,0,5,10
1181202,Giggling Squid,Restaurant/Cafe/Canteen,"55 Walton Street, Oxford, Oxfordshire",OX2 6AE,0,5,5
268648,Gino's Spaghetti House,Restaurant/Cafe/Canteen,"94 Gloucester Green, Oxford, Oxfordshire",OX1 2DF,0,5,5
1728330,Gkouri Ltd @ The Varsity Club,Restaurant/Cafe/Canteen,"9A High Street, Oxford, Oxfordshire",OX1 4DB,0,0,0
1708494,Glamorous Oxford,Pub/bar/nightclub,"15 St Clement's Street, Oxford, Oxfordshire",OX4 1AB,0,0,0
269491,Globe Newsmarket,Retailers - other,"17 Woodstock Road, Oxford, Oxfordshire",OX2 6HA,5,5,5
1193803,Glut,Restaurant/Cafe/Canteen,"71 George Street, Oxford, Oxfordshire",OX1 2BQ,0,5,0
1042851,Golden Ball,Pub/bar/nightclub,"The Golden Ball, 2 College Lane, Oxford",OX4 4LQ,0,0,0
1296977,Gourmet Burger Kitchen,Restaurant/Cafe/Canteen,"29-31 George Street, Oxford, Oxfordshire",OX1 2AY,0,0,0
268663,Grays Road Stores - General Stores And Newsagent,Retailers - other,"2 Grays Road, Oxford, Oxfordshire",OX3 7QA,0,0,5
631365,Greece Greek Taverna,Restaurant/Cafe/Canteen,"84 Cowley Road, Oxford, Oxfordshire",OX4 1JB,5,0,5
1700662,Green Routes,Restaurant/Cafe/Canteen,"39 Magdalen Road, Oxford, Oxfordshire",OX4 1RB,0,5,5
1223613,Greengage Catering - Department Of International Development,Restaurant/Cafe/Canteen,"3 Mansfield Road, Oxford, Oxfordshire",OX1 3TB,0,0,0
1656360,Greens Cafe,Restaurant/Cafe/Canteen,"51 St Giles', Oxford, Oxfordshire",OX1 3LU,5,10,5
269205,Greggs,Retailers - other,"121 Pound Way, Oxford, Oxfordshire",OX4 3XH,0,0,0
1223612,Greggs,Retailers - other,"59-61 Cornmarket Street, Oxford, Oxfordshire",OX1 3HB,0,0,0
1567239,Greggs,Restaurant/Cafe/Canteen,"Oxford Railway Station, Park End Street, Oxford",OX1 1HS,0,0,0
1490140,Gulp Fiction LTD,Restaurant/Cafe/Canteen,"28 - 29 Covered Market, Market Street, Oxford",OX1 3DU,0,5,10
1594077,Gusto Italian,Restaurant/Cafe/Canteen,"The Mitre, 18 High Street, Oxford",OX1 4AQ,5,5,5
269344,Half Moon,Pub/bar/nightclub,"The Half Moon, 17-18 St Clement's Street, Oxford",OX4 1AB,0,0,0
269247,Hall's Catering,Mobile caterer,"Unit 23, The Chiltern Small Business Centre, 198 Garsington Road",OX4 6NG,0,0,0
1098309,Hamblin Bread,Restaurant/Cafe/Canteen,"247 Iffley Road, Oxford, Oxfordshire",OX4 1SJ,0,0,0
1688273,Hamblin Kiosk,Retailers - other,"46 Covered Market, Market Street, Oxford",OX1 3DX,5,0,0
848718,Hampton By Hilton Oxford,Hotel/bed & breakfast/guest house,"Grenoble Road, Oxford, Oxfordshire",OX4 4XP,0,0,0
929926,Handle Bar,Restaurant/Cafe/Canteen,"28 - 32 St Michael's Street, Oxford, Oxfordshire",OX1 2EB,0,5,0
1042850,Hank's,Pub/bar/nightclub,"36-37 Queen Street, Oxford, Oxfordshire",OX1 1ER,0,0,0
1019669,Hawkwell House Hotel,Hotel/bed & breakfast/guest house,"Church Way, Oxford, Oxfordshire",OX4 4DZ,0,5,5
800660,Hayfield Deli,Retailers - other,"4-6 Hayfield Road, Oxford, Oxfordshire",OX2 6TT,5,0,0
268597,Head Of The River,Pub/bar/nightclub,"Head Of The River PH, Folly Bridge, Oxford",OX1 4LB,5,10,5
1026924,Headington Butchers And Grocers,Retailers - other,"150A London Road, Headington, Oxford",OX3 9ED,0,0,0
269480,Headington Conservative Club,Pub/bar/nightclub,"The Conservative Club, 60 Windmill Road, Oxford",OX3 7BZ,0,0,5
701767,Headington Food And Wine,Retailers - other,"121 London Road, Headington, Oxford",OX3 9HZ,10,10,10
269043,Headington Superstore,Retailers - other,"2 The Roundway, Oxford, Oxfordshire",OX3 8DH,0,0,5
1693344,Heat Africa,Restaurant/Cafe/Canteen,"189 Cowley Road, Oxford, Oxfordshire",OX4 1UT,0,5,0
1019675,Heavenly Desserts,Restaurant/Cafe/Canteen,"73 London Road, Headington, Oxford",OX3 9AA,0,0,0
1764803,Herbies Pizza,Restaurant/Cafe/Canteen,"3 Courtland Road, Oxford, Oxfordshire",OX4 4HZ,0,5,0
1669030,Hi Home BBQ,Restaurant/Cafe/Canteen,"86 St Clement's Street, Oxford, Oxfordshire",OX4 1AR,10,5,10
1764809,Hideout Social,Restaurant/Cafe/Canteen,"96 Cowley Road, Oxford, Oxfordshire",OX4 1JE,0,0,5
777803,High Street Cafe,Restaurant/Cafe/Canteen,"67-68 High Street, Oxford, Oxfordshire",OX1 4BA,5,5,10
269503,Holiday Inn - Oxford,Hotel/bed & breakfast/guest house,"Holiday Inn, Peartree Roundabout, Woodstock Road",OX2 8JD,0,0,0
1569041,Holiday Inn Express Oxford,Hotel/bed & breakfast/guest house,"Express By Holiday Inn, Grenoble Road, Oxford",OX4 4XP,0,0,0
816795,Holland & Barrett,Retailers - other,"35 Queen Street, Oxford, Oxfordshire",OX1 1ER,5,5,0
268953,Holland And Barrett,Retailers - other,"100 London Road, Headington, Oxford",OX3 9AJ,0,0,0
269411,Holland And Barrett,Retailers - other,"15 The Square, Oxford, Oxfordshire",OX4 3UZ,0,0,0
268369,Holland And Barrett,Retailers - other,"241 Banbury Road, Oxford, Oxfordshire",OX2 7HN,0,0,0
1561475,Holloway Meat \& Grocery,Retailers - other,"79 Wilkins Road, Oxford, Oxfordshire",OX4 2JB,5,5,10
269539,Hollywood Bowl Oxford,Restaurant/Cafe/Canteen,"Bowlplex, Ozone Leisure Park, Grenoble Road",OX4 4XP,5,5,5
1300121,Home Bargains,Restaurant/Cafe/Canteen,"Unit 1 Toys R Us, 219 Botley Road, Oxford",OX2 0HA,0,0,0
836598,Honey's Of The High,Retailers - other,"49 High Street, Oxford, Oxfordshire",OX1 4AP,0,0,5
1011205,Hotel Chocolat,Retailers - other,"239 The Westgate, Queen Street, Oxford",OX1 1PE,0,5,0
1680805,Hotspot Chinese Restaurant,Restaurant/Cafe/Canteen,"158 Cowley Road, Oxford, Oxfordshire",OX4 1UE,5,0,5
729287,House Of Tim,Takeaway/sandwich shop,"84 Rose Hill, Oxford, Oxfordshire",OX4 4HX,5,5,5
268954,Iceland,Retailers - supermarkets/hypermarkets,"108-110 London Road, Headington, Oxford",OX3 9AW,5,0,0
268472,Iffley Community Shop,Retailers - other,"Iffley Post Office, 77 Church Way, Oxford",OX4 4EF,0,0,5
1759664,Iffley Kitchen,Restaurant/Cafe/Canteen,"Tree Hotel, 63 Church Way, Oxford",OX4 4EY,N/A,N/A,N/A
1616665,IL Botanico,Retailers - other,"100 St Aldate's, Oxford, Oxfordshire",OX1 1BT,5,5,5
1241948,Il Botanico,Retailers - other,"9 Windmill Road, Oxford, Oxfordshire",OX3 7BW,5,5,5
1656364,Il Corno,Restaurant/Cafe/Canteen,"40 - 41 Covered Market, Market Street, Oxford",OX1 3DZ,5,5,10
1680803,Il Gusto Oxford LTD,Restaurant/Cafe/Canteen,"218 Cowley Road, Oxford, Oxfordshire",OX4 1UQ,0,0,0
268509,Il Principe,Takeaway/sandwich shop,"82 Cowley Road, Oxford, Oxfordshire",OX4 1JB,0,0,0
1292316,Incha,Takeaway/sandwich shop,"174C Cowley Road, Oxford, Oxfordshire",OX4 1UE,5,5,5
997147,Isis Farmhouse,Restaurant/Cafe/Canteen,"The Towing Path, Oxford, Oxfordshire",OX4 4EL,0,0,0
1804369,ItaliAmo Trattoria,Restaurant/Cafe/Canteen,"21 Broad Street, Oxford, Oxfordshire",OX1 3AS,N/A,N/A,N/A
1072117,Itsu,Restaurant/Cafe/Canteen,"217 The Westgate, Queen Street, Oxford",OX1 1PE,0,0,0
889449,Itsu,Restaurant/Cafe/Canteen,"36 Cornmarket Street, Oxford, Oxfordshire",OX1 3EZ,0,0,0
1787409,IWAW Pop Up Cafe,Restaurant/Cafe/Canteen,"The Old Court House, Floyds Row, Oxford",OX1 1SS,0,0,0
748093,J. E. Pill And Sons,Retailers - other,"73 Balfour Road, Oxford, Oxfordshire",OX4 6AG,0,0,0
269246,Jacobs And Field,Takeaway/sandwich shop,"15 Old High Street, Oxford, Oxfordshire",OX3 9HP,5,10,5
1201126,Jakes,Takeaway/sandwich shop,"110 Blackbird Leys Road, Oxford, Oxfordshire",OX4 6HS,0,0,0
269172,Jamaican Spice,Takeaway/sandwich shop,"7 Hollow Way, Oxford, Oxfordshire",OX4 2NA,5,5,5
809472,Jamals,Restaurant/Cafe/Canteen,"107-108 Walton Street, Oxford, Oxfordshire",OX2 6AJ,0,5,0
268836,James Street Tavern,Pub/bar/nightclub,"47-48 James Street, Oxford, Oxfordshire",OX4 1EU,0,5,5
1733173,JCT At The Wall,Restaurant/Cafe/Canteen,"Units 5 And 6 And 7, The Gallery, 54 Marston Street",OX4 1LF,0,0,5
268874,Jee Saheb,Restaurant/Cafe/Canteen,"15 North Parade Avenue, Oxford, Oxfordshire",OX2 6LX,0,0,5
269447,Jericho Cafe,Restaurant/Cafe/Canteen,"112 Walton Street, Oxford, Oxfordshire",OX2 6AJ,0,0,5
989697,Jericho Cheese Company,Retailers - other,"25 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HU,0,0,0
938230,Jericho Coffee Traders,Restaurant/Cafe/Canteen,"105 High Street, Oxford, Oxfordshire",OX1 4BW,5,0,5
1576848,Jericho Coffee Traders,Restaurant/Cafe/Canteen,"45 Oxford Castle, New Road, Oxford",OX1 1AY,0,0,0
269436,Jericho Tavern,Pub/bar/nightclub,"The Jericho Tavern, 56 Walton Street, Oxford",OX2 6AE,5,0,0
268707,Jesus College Sports Ground,Pub/bar/nightclub,"Bartlemas Close, Oxford, Oxfordshire",OX4 2AB,0,0,0
1672527,Ji The Chicken Shop,Restaurant/Cafe/Canteen,"128 The Westgate, Queen Street, Oxford",OX1 1PB,0,0,0
1764807,Jiamart \& Yifang,Restaurant/Cafe/Canteen,"Coventry Building Society, 18 New Inn Hall Street, Oxford",OX1 2DW,N/A,N/A,N/A
1603536,Jiamart Chinese Supermarket,Retailers - supermarkets/hypermarkets,"Coventry Building Society, 18 New Inn Hall Street, Oxford",OX1 2DW,0,10,5
1268497,Jin Jin Restaurant,Restaurant/Cafe/Canteen,"179 Cowley Road, Oxford, Oxfordshire",OX4 1UT,5,5,5
268917,Jing Jing,Retailers - other,"188 Cowley Road, Oxford, Oxfordshire",OX4 1UE,10,10,5
1415313,Joe & The Juice Oxford,Restaurant/Cafe/Canteen,"The Westgate, Queen Street, Oxford",OX1 1TR,0,0,0
268374,Joe's Bar And Grill,Restaurant/Cafe/Canteen,"Joes Bar And Grill, 260 Banbury Road, Oxford",OX2 7DX,0,0,0
1011212,John Lewis,Restaurant/Cafe/Canteen,"101 The Westgate, Queen Street, Oxford",OX1 1PB,0,0,0
1372389,JoJos,Restaurant/Cafe/Canteen,"96 Cowley Road, Oxford, Oxfordshire",OX4 1JE,0,0,0
1656365,Jolly Postboys,Pub/bar/nightclub,"Jolly Post Boys, 22 Florence Park Road, Oxford",OX4 3PH,5,5,0
269434,Jude The Obscure,Pub/bar/nightclub,"54 Walton Street, Oxford, Oxfordshire",OX2 6AE,0,0,0
1787411,Juhis Restaurant,Restaurant/Cafe/Canteen,"126 Cowley Road, Oxford, Oxfordshire",OX4 1JE,0,5,0
1720668,Juicebay/House Of Seoul,Takeaway/sandwich shop,"2A Windmill Road, Oxford, Oxfordshire",OX3 7BX,0,0,0
1019677,Junkyard Golf Club,Restaurant/Cafe/Canteen,"Junkyard Golf, 127 The Westgate, Queen Street",OX1 1PB,5,5,5
1596748,JUST LOKMA,Retailers - other,"171 Cowley Road, Oxford, Oxfordshire",OX4 1UT,0,0,0
1408979,K C Kitchen,Restaurant/Cafe/Canteen,"Unit 19, Suffolk House, 263-265 Banbury Road",OX2 7HN,N/A,N/A,N/A
997136,K K Station,Mobile caterer,"129 Pound Way, Oxford, Oxfordshire",OX4 3XH,0,10,10
1056089,Karma Restaurant,Restaurant/Cafe/Canteen,"152 Oxford Road, Cowley, Oxford",OX4 2EA,10,10,10
1451151,Kauras Local,Retailers - other,"89 St Clement's Street, Oxford, Oxfordshire",OX4 1AR,0,5,5
1242418,Kazan,Takeaway/sandwich shop,"148 London Road, Headington, Oxford",OX3 9ED,5,10,10
268500,Kazbar,Restaurant/Cafe/Canteen,"25 - 27 Cowley Road, Oxford, Oxfordshire",OX4 1HP,0,0,0
743834,Kebab Kid,Takeaway/sandwich shop,"146 Cowley Road, Oxford, Oxfordshire",OX4 1JJ,10,15,10
683087,Kebab King,Takeaway/sandwich shop,"Unit E, Threeways House, George Street",OX1 2BJ,0,5,5
974650,Kellogg Hub Cafe,Restaurant/Cafe/Canteen,"62 Banbury Road, Oxford, Oxfordshire",OX2 6PN,0,0,0
268520,KFC,Takeaway/sandwich shop,"140 Cowley Road, Oxford, Oxfordshire",OX4 1JJ,5,0,5
1659913,KFC,Restaurant/Cafe/Canteen,"3 Windmill Road, Oxford, Oxfordshire",OX3 7BL,0,5,0
269255,KFC,Restaurant/Cafe/Canteen,"Welcome Break Peartree Roundabout, Woodstock Road, Oxford",OX2 8JZ,0,0,0
1724536,KFC - Cornmarket Street,Restaurant/Cafe/Canteen,"35 Cornmarket Street, Oxford, Oxfordshire",OX1 3EZ,0,0,0
1576850,KFC Templars Square,Restaurant/Cafe/Canteen,"Unit 2D, Templars Shopping Park, Between Towns Road",OX4 3JP,0,5,5
1359820,Khairos Halal Street Food,Retailers - other,"129 Pound Way, Oxford, Oxfordshire",OX4 3XH,0,0,5
1728332,Khalifa Kebab,Restaurant/Cafe/Canteen,"122 Cowley Road, Oxford, Oxfordshire",OX4 1JE,0,5,0
1695104,Khalifa Super Store Ltd,Retailers - supermarkets/hypermarkets,"120 Cowley Road, Oxford, Oxfordshire",OX4 1JE,5,10,10
1751072,Kibou Oxford,Restaurant/Cafe/Canteen,"11 Little Clarendon Street, Oxford, Oxfordshire",OX1 2HP,0,0,0
1029640,Kiss,Pub/bar/nightclub,"39 Park End Street, Oxford, Oxfordshire",OX1 1JD,5,0,10
269427,KK Cappuccino Bar,Takeaway/sandwich shop,"37 Upper Barr, Oxford, Oxfordshire",OX4 3UX,0,0,10
1426972,Knoops,Restaurant/Cafe/Canteen,"21 Turl Street, Oxford, Oxfordshire",OX1 3DH,5,0,0
1790853,Koko Cafe,Restaurant/Cafe/Canteen,"34 St Ebbe's Street, Oxford, Oxfordshire",OX1 1PU,0,0,5
1292341,Kokoro,Restaurant/Cafe/Canteen,"114 - 116 St Aldate's, Oxford, Oxfordshire",OX1 1EA,0,0,0
1519430,Kopitiam,Restaurant/Cafe/Canteen,"Unit 19, Suffolk House, 263-265 Banbury Road",OX2 7HN,5,5,5
1285803,Koto,Takeaway/sandwich shop,"114 Walton Street, Oxford, Oxfordshire",OX2 6AJ,0,0,0
1011202,Krispy Kreme,Retailers - other,"202 The Westgate, Queen Street, Oxford",OX1 1PE,0,0,0
269101,La Croissanterie Cafe,Restaurant/Cafe/Canteen,"3 Old High Street, Oxford, Oxfordshire",OX3 9HP,0,5,5
268770,La Cucina,Restaurant/Cafe/Canteen,"Eleanor House, 39-40 St Clement's Street, Oxford",OX4 1AG,0,0,0
1548700,Lamb\& Flag,Pub/bar/nightclub,"The Lamb And Flag, 12 St Giles', Oxford",OX1 3JS,0,5,5
268372,LB's Deli,Takeaway/sandwich shop,"253 Banbury Road, Oxford, Oxfordshire",OX2 7HN,0,5,0
268528,Le Kesh,Restaurant/Cafe/Canteen,"180 Cowley Road, Oxford, Oxfordshire",OX4 1UE,0,0,0
268698,League Of Friends Cafe Level 2,Restaurant/Cafe/Canteen,"League Of Friends Cafe, John Radcliffe Hospital, Headley Way",OX3 9DU,0,0,0
269486,League Of Friends Shop,Restaurant/Cafe/Canteen,"Nuffield Orthopaedic Centre, Windmill Road, Oxford",OX3 7DD,0,0,5
268701,League Of Friends Tea Bar Women's Centre,Restaurant/Cafe/Canteen,"League Of Friends Tea Bar Womens Centre, John Radcliffe Hospital, Headley Way",OX3 9DU,0,0,5
1628002,Lebanese Falafel House,Takeaway/sandwich shop,"34 Liddell Road, Oxford, Oxfordshire",OX4 3QU,0,5,5
1724539,Leon Oxford,Restaurant/Cafe/Canteen,"44 - 46 Cornmarket Street, Oxford, Oxfordshire",OX1 3HA,N/A,N/A,N/A
1700505,Leonardo Royal Hotel Oxford,Restaurant/Cafe/Canteen,"Jurys Inn, Godstow Road, Oxford",OX2 8AL,0,5,5
1519415,Leonardos,Restaurant/Cafe/Canteen,"2 King Edward Street, Oxford, Oxfordshire",OX1 4HS,N/A,N/A,N/A
1629480,Leys CDI,Retailers - other,"The Farmhouse, Nightingale Avenue, Oxford",OX4 7BU,0,0,0
268898,LG1 West Wing League Of Friends,Restaurant/Cafe/Canteen,"John Radcliffe Hospital, Headley Way, Oxford",OX3 9DU,0,0,0
1215459,Lidl,Retailers - supermarkets/hypermarkets,"Lidl UK, Watlington Road, Cowley",OX4 6NF,0,0,0
1561478,Lidl,Retailers - supermarkets/hypermarkets,"Unit 5A, Templars Shopping Park, Between Towns Road",OX4 3JP,0,0,0
1029641,Lina Guest House,Hotel/bed & breakfast/guest house,"308 Banbury Road, Oxford, Oxfordshire",OX2 7ED,0,0,5
268928,Linton Lodge Hotel,Restaurant/Cafe/Canteen,"11-13 Linton Road, Oxford",OX2 6UJ,5,0,5
1790857,Liquor Galaxy 24/7. / Liquor Affair 24/7. / Liquor Empire 24,Retailers - other,"91 - 99 Botley Road, Oxford, Oxfordshire",OX2 0EZ,N/A,N/A,N/A
1594083,Little Four Seasons,Restaurant/Cafe/Canteen,"65 London Road, Headington, Oxford",OX3 7RD,5,5,0
1036339,Littlemore Minimarket,Retailers - other,"38 Cowley Road, Littlemore, Oxford",OX4 4LD,0,5,5
1415312,Löfgrens,Retailers - other,"101 Magdalen Road, Oxford, Oxfordshire",OX4 1RG,N/A,N/A,N/A
269003,Londis,Retailers - other,"240 Marston Road, Oxford, Oxfordshire",OX3 0EL,5,5,20
269438,Londis,Retailers - other,"81 Walton Street, Oxford, Oxfordshire",OX2 6EA,0,5,5
268323,Londis,Retailers - other,"86 Abingdon Road, Oxford, Oxfordshire",OX1 4PL,5,0,5
1659916,Londis Cherwell,Retailers - other,"Cherwell Filling Station, Cherwell Drive, Oxford",OX3 0JQ,0,0,0
1775588,Love Barton,Retailers - other,"Barton Neighbourhood Centre, Underhill Circus, Oxford",OX3 9LS,N/A,N/A,N/A
1796657,Love Coffee,Restaurant/Cafe/Canteen,"291 Iffley Road, Oxford, Oxfordshire",OX4 4AQ,N/A,N/A,N/A
1522414,Love Coffee Co,Restaurant/Cafe/Canteen,"130 High Street, Oxford, Oxfordshire",OX1 4DH,10,5,5
1672513,Love Coffee Co,Restaurant/Cafe/Canteen,"174 Cowley Road, Oxford, Oxfordshire",OX4 1UE,0,0,5
1764806,Love Jericho,Pub/bar/nightclub,"30 Walton Street, Oxford, Oxfordshire",OX2 6AA,0,0,5
1426980,Lulas Ethiopian And Eritrean Cuisine,Restaurant/Cafe/Canteen,"20-21 Park End Street, Oxford, Oxfordshire",OX1 1HU,0,5,5
1797606,Lumora Nutrition Ltd,Retailers - other,"17A Shelley Close, Oxford, Oxfordshire",OX3 8HB,N/A,N/A,N/A
268810,Lung Wah Chong Supermarket,Retailers - other,"41 Hythe Bridge Street, Oxford, Oxfordshire",OX1 2EP,0,5,5
1522413,Lynrace Spirit,Pub/bar/nightclub,"103 Walton Street, Oxford, Oxfordshire",OX2 6EB,0,0,0
269508,M&S Simply Food - BP Connect,Retailers - other,"BP Connect, Woodstock Road, Oxford",OX2 8JD,0,0,0
1426948,Ma Ma's General Store,Retailers - other,"42 Garsington Road, Oxford, Oxfordshire",OX4 2LG,5,5,5
1800543,Macy's,Takeaway/sandwich shop,"204 Garsington Road, Oxford, Oxfordshire",OX4 6NQ,0,0,5
1594078,Magazin Traditional Romanesc La Cumatru,Retailers - other,"229 Banbury Road, Oxford, Oxfordshire",OX2 7HQ,5,5,0
268904,Magdalen Cafe,Restaurant/Cafe/Canteen,"The Magdalen Centre, 1 Robert Robinson Avenue, Oxford",OX4 4GA,0,0,0
269005,Magdalen College Sports Pavillion,Pub/bar/nightclub,"Magdalen College Pavilion, Marston Road, Oxford",OX3 0EQ,0,0,0
268974,Magdalen Stores,Retailers - other,"37 Magdalen Road, Oxford, Oxfordshire",OX4 1RB,15,10,20
1514709,Mai Sushi,Retailers - other,"242 - 254 Banbury Road, Oxford, Oxfordshire",OX2 7BY,0,0,0
1385031,Majestic Wine,Retailers - other,"Retail Unit 4, 276 - 292 Banbury Road, Oxford",OX2 7DY,N/A,N/A,N/A
1522415,Majestic Wine,Retailers - other,"Unit 5, 379 Cowley Road, Oxford",OX4 2BS,N/A,N/A,N/A
1524692,Majliss Indian Restaurant,Restaurant/Cafe/Canteen,"110 Cowley Road, Oxford, Oxfordshire",OX4 1JE,0,5,5
268670,Malmaison Oxford,Restaurant/Cafe/Canteen,"3 Oxford Castle, New Road, Oxford",OX1 1AY,0,0,0
269245,Mamma Mia Jericho,Restaurant/Cafe/Canteen,"102 Walton Street, Oxford, Oxfordshire",OX2 6EB,0,0,0
1706770,Mamma Mia Summertown,Restaurant/Cafe/Canteen,"9 South Parade, Oxford, Oxfordshire",OX2 7JL,0,0,5
268866,Manos Food Bar And Delicatessen,Retailers - other,"105 Walton Street, Oxford, Oxfordshire",OX2 6EB,5,0,5
268514,Mario's,Restaurant/Cafe/Canteen,"103 Cowley Road, Oxford, Oxfordshire",OX4 1HU,0,0,5
269214,Marks & Spencer,Retailers - supermarkets/hypermarkets,"13-18 Queen Street, Oxford, Oxfordshire",OX1 1AB,0,0,0
268370,Marks & Spencer,Retailers - supermarkets/hypermarkets,"242 - 254 Banbury Road, Oxford, Oxfordshire",OX2 7BY,0,0,0
268896,Marks & Spencer,Retailers - supermarkets/hypermarkets,"Unit 2, Oxford Retail Park, Ambassador Avenue",OX4 6XJ,0,0,0
269215,Marks & Spencer Cafe,Restaurant/Cafe/Canteen,"13-18 Queen Street, Oxford, Oxfordshire",OX1 1AB,0,0,0
